zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
91320-1799,Healthcare,24300.0,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It focuses on inflammation, oncology/hematology, bone health, cardiovascular disease, nephrology and neuroscience areas. The company's products include Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Neulasta that reduces the chance of infection due a low white blood cell count in patients cancer; Prolia to treat postmenopausal women with osteoporosis; Xgeva for skeletal-related events prevention; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with BehÃ§et's disease; Aranesp to treat a lower-than-normal number of red blood cells and anemia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; and Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization. It also markets Nplate, Vectibix, MVASI, Parsabiv, EPOGEN, KANJINTI, BLINCYTO, Aimovig, EVENITY, AMGEVITATM, Sensipar/Mimpara, NEUPOGEN, IMLYGIC, Corlanor, and AVSOLA. Amgen Inc. serves healthcare providers, including physicians or their clinics, dialysis centers, hospitals, and pharmacies. It distributes its products through pharmaceutical wholesale distributors, as well as direct-to-consumer channels. The company has collaboration agreements with Novartis Pharma AG; UCB; Bayer HealthCare LLC; BeiGene, Ltd.; Eli Lilly and Company; and Datos Health. Amgen Inc. was founded in 1980 and is headquartered in Thousand Oaks, California.",Thousand Oaks,805 447 1000,CA,United States,[],http://www.amgen.com,1,One Amgen Center Drive,Drug Manufacturers—General,239.64,240.67,235.3677,0.027374394,0.5435,,247.02,,2553975,,239.64,236.56181,6.56,240.67,,2553975,,,,7.04,1620950400,0.735245,,,240.55,2,USD,20.324692,3587668,,,,140984057856,,,2765598,5.602609,240.55,0.0,,900,3587668,276.69,13.824225,,2.64,207.33,0.0,False,0.0294,1000,247.02,NMS,Amgen Inc.,Amgen Inc.,America/New_York,EDT,True,-14400000,EQUITY,AMGN,finmb_24816,us_market,,6.351,,0.28155002,12.799,,,17.75,,574553984,,,16.225,10966034,0.019,,1609372800,0.77688,7085000192,12.073,,,15.123574,0.0019400001,1672444800,1617148800,3.93,1615766400,573473825,159805112320,,943228800,2:1,,,,-0.098,1618444800,2.38,,0.0191,9876578,,,,240.67,https://logo.clearbit.com/amgen.com,,805 447 1010,,,,9376b97e-b428-3231-ba0b-142b20481cb4
06492,Technology,80000.0,"Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets electrical, electronic, and fiber optic connectors in the United States, China, and internationally. It operates in two segments, Interconnect Products and Assemblies, and Cable Products and Solutions. The Interconnect Products and Assemblies segment offers connector and connector systems, including fiber optic, harsh environment, high-speed, and radio frequency interconnect products, as well as antennas; power interconnect products, busbars, and distribution systems; and other connectors. It also provides value-add products, such as backplane interconnect systems, cable assemblies and harnesses, and cable management products; and other products comprising antennas, flexible and rigid printed circuit boards, hinges, molded parts, and production-related products. The Cable Products and Solutions segment offers coaxial, power, and specialty cables; cable assemblies; and components, which include combiner/splitter products, connector and connector systems, and fiber optic components. The company sells its products through its sales force, independent representatives, and a network of electronics distributors to original equipment manufacturers, electronic manufacturing services companies, original design manufacturers, and service providers in the automotive, broadband communication, commercial aerospace, industrial, information technology and data communication, military, mobile device, and mobile network markets. Amphenol Corporation was founded in 1932 and is headquartered in Wallingford, Connecticut.",Wallingford,203 265 8900,CT,United States,[],http://www.amphenol.com,1,358 Hall Avenue,Electronic Components,67.34,68.17,62.523445,0.008019009,0.32779998,,68.31,,2578750,,67.34,64.41712,0.54,68.17,,2578750,,,,1.16,1616371200,1.268615,,,66.11,2,USD,31.77458,3259251,,,,39707402240,,,2816558,4.356748,66.11,0.0,,900,3259251,69.1,26.394423,,0.91,37.77,0.0,False,0.0172,1100,68.31,NYQ,Amphenol Corporation,Amphenol Corporation,America/New_York,EDT,True,-14400000,EQUITY,APH,finmb_24827,us_market,,4.672,,0.14164,20.24,,,2.51,,599356992,,,9.146,5133509,0.0086,,1609372800,0.96466005,1290899968,2.085,,,7.2436037,0.00511,1672444800,1617148800,1.94,1615766400,594412500,42579644416,,1614902400,2:1,,,,0.361,1618444800,2.52,,0.0115,4745448,,,,68.17,https://logo.clearbit.com/amphenol.com,PO Box 5030,203 265 8516,,,,aa7497c6-f42e-3162-b7c5-c956b99cabf5
02062,Technology,15900.0,"Analog Devices, Inc. designs, manufactures, tests, and markets integrated circuits (ICs), software, and subsystems that leverage analog, mixed-signal, and digital signal processing technologies. The company offers data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; high-performance amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure. It also provides power management and reference products for power management and conversion applications in the automotive, communications, industrial, and high-end consumer markets; and microelectromechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes to sense rotation, and inertial measurement units to sense multiple degrees of freedom, as well as isolators. In addition, the company offers digital signal processing and system products for high-speed numeric calculations. The company serves clients in the industrial, automotive, consumer, and communications markets through a direct sales force, third-party distributors, and independent sales representatives in the United States, the rest of North and South America, Europe, Japan, China, and rest of Asia, as well as through its Website. Analog Devices, Inc. was founded in 1965 and is headquartered in Wilmington, Massachusetts.",Norwood,781 329 4700,MA,United States,[],http://www.analog.com,1,One Technology Way,Semiconductors,153.16,154.0,141.18504,0.016649256,0.65779996,,154.15,,2923825,,153.16,153.68727,2.55,154.0,,2923825,,,,2.76,1614211200,1.29123,,,150.695,2,USD,40.12729,3265463,,,,55821045760,,,3138013,9.529111,150.695,0.0,,1000,3265463,164.4,22.517859,,2.06,95.75,0.0,False,0.018,900,154.15,NMS,"Analog Devices, Inc.","Analog Devices, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ADI,finmb_251411,us_market,,10.376,,0.23990999,23.626,,,6.72,,368894016,,,32.768,36910638,0.1001,,1604102400,0.97492,1405405952,3.771,,,4.61792,0.00322,1667174400,1611964800,13.79,1615766400,367554658,60783570944,,953164800,2:1,,,,0.906,1618444800,2.09,,0.1004,35587742,,,,154.0,https://logo.clearbit.com/analog.com,PO Box 9106,,,,,d98d9168-137c-3f9c-afb4-adc56ba055f1
15317,Technology,4800.0,"ANSYS, Inc. develops and markets engineering simulation software and services worldwide. The company offers ANSYS Workbench, a framework upon which its engineering simulation technologies are built; multiphysics software to simulate the interactions between structures, heat transfer, fluids, and electronics in a unified engineering simulation environment; high-performance computing product suite; and structural analysis product suite that provides simulation tools for product design and optimization. It also provides fluids product suite that enables modeling of fluid flow and other related physical phenomena; and electronics product suite that offers field simulation software for designing electronic and electromechanical products. In addition, the company offers power analysis and optimization software suite that manages the power budget, power delivery integrity, and power-induced noise in an electronic design; SCADE product suite, a solution for embedded software simulation, code production, and automated certification; system simulation capability for the design of automated products; and optical sensor and closed-loop, and real-time simulation, as well as safety-certified embedded software solutions. Further, it provides Discovery product family for use in the simulation of product design; Ansys Granta products to give access to material intelligence; and academic product suite with a portfolio of academic products based on associate, research, and teaching, as well as develops photonic design and simulation tools. The company serves engineers, designers, researchers, and students in the aerospace and defense, automotive, electronics, semiconductors, energy, materials and chemical processing, turbomachinery, consumer products, healthcare, and sports industries. It has a collaboration with Velodyne to develop software models of next-generation automotive lidar sensors. ANSYS, Inc. was founded in 1970 and is headquartered in Canonsburg, Pennsylvania.",Canonsburg,844 462 6797,PA,United States,[],http://www.ansys.com,1,2600 ANSYS Drive,Software—Application,365.66,369.03,342.63135,,0,,369.49,,608725,,365.66,340.54242,,369.03,,608725,,,,,,1.20353,,,360.7,2,USD,72.74648,369187,,,,31503841280,,,534173,18.73782,360.7,0.0,,800,369187,413.19,47.076824,,,234.21,0.0,False,,800,369.49,NMS,"ANSYS, Inc.","ANSYS, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ANSS,finmb_24893,us_market,,18.885,,0.25807,54.113,,,7.68,,87135504,,,47.335,1073711,0.0123000005,,1609372800,0.94336,433887008,4.97,,,7.638111,0.0044299997,1672444800,1609372800,2.17,1615766400,86422107,31751147520,,1181001600,2:1,,,,0.3,1618444800,6.91,,0.0138,1169098,,,,369.03,https://logo.clearbit.com/ansys.com,,724 514 9494,,,,751c4a0c-cc21-3335-8d5e-46c0d38471bd
46204,Healthcare,83400.0,"Anthem, Inc., through its subsidiaries, operates as a health benefits company in the United States. It operates through four segments: Commercial & Specialty Business, Government Business, IngenioRx, and Other. The company offers a spectrum of network-based managed care health benefit plans to large and small groups, individuals, Medicaid, and Medicare markets. Its managed care plans include preferred provider organizations; health maintenance organizations; point-of-service plans; traditional indemnity plans and other hybrid plans, including consumer-driven health plans; and hospital only and limited benefit products. The company also provides a range of managed care services to self-funded customers, including claims processing, underwriting, stop loss insurance, actuarial services, provider network access, medical cost management, disease management, wellness programs, and other administrative services. In addition, it offers an array of specialty and other insurance products and services, such as pharmacy benefits management, dental, vision, life and disability insurance benefits, radiology benefit management, and analytics-driven personal health care. Further, the company provides services to the federal government in connection with the Federal Employee Program; and operates as a licensee of the Blue Cross and Blue Shield Association. As of December 31, 2020, it served 43 million medical members through its affiliated health plans. The company was formerly known as WellPoint, Inc. and changed its name to Anthem, Inc. in December 2014. Anthem, Inc. was founded in 1944 and is headquartered in Indianapolis, Indiana.",Indianapolis,800-331-1476,IN,United States,[],http://www.antheminc.com,1,220 Virginia Avenue,Healthcare Plans,379.39,383.43,310.4846,0.010490524,0.2123,,389.29,,1365550,,379.39,331.5509,3.98,383.43,,1365550,,,,4.52,1623196800,1.054605,,,382.08,2,USD,20.68268,940476,,,,94650630144,,,1409876,0.75944084,382.08,0.0,,900,940476,389.29,13.664898,,1.32,220.94,0.0,False,0.0119,800,389.29,NYQ,"Anthem, Inc.","Anthem, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ANTM,finmb_160077,us_market,,0.639,,0.03782,8.749,,,28.29,,244840992,,,138.21,3542276,0.0145000005,,1609372800,0.93278,4713999872,18.691,,,2.7970479,0.00213,1672444800,1617148800,2.74,1615766400,244485635,79595094016,,1117584000,2:1,,,,0.093,1618444800,1.13,,0.0145000005,3203259,,,,383.43,https://logo.clearbit.com/antheminc.com,,,,,,5c29f729-c6d1-317c-bac4-09aa4ee1f236
D01 K0Y8,Financial Services,50000.0,"Aon plc, a professional services firm, provides advice and solutions to clients focused on risk, retirement, and health worldwide. It offers commercial risk solutions, including retail brokerage, cyber, and global risk consulting solutions, as well as acts as a captive insurance solutions provider; and health solutions, such as health and benefits brokerages, and health care exchanges. The company also provides treaty and facultative reinsurance, as well as insurance-linked securities, capital raising, strategic advice, restructuring, and mergers and acquisitions services; and corporate finance advisory services and capital markets solutions products. In addition, it offers strategic design consulting services on their retirement programs, actuarial services, and risk management services; advice services on developing and maintaining investment programs across a range of plan types, including defined benefit plans, defined contribution plans, endowments, and foundations for public and private companies, and other institutions; and advice and solutions that help clients in accelerating business outcomes by enhancing the performance of their people, including assessment and optimized deployment, as well as the design, alignment, and benchmarking of compensation to business strategy and performance outcomes. Further, the company develops, markets, and administers customized insurance programs and specialty market solutions for organizations, and their members or affiliates; operates the Global Risk Insight Platform, which provides data, analytics, engagement, and consulting services; offers CoverWallet, a digital insurance platform for small- and medium-sized businesses; and provides ReView that provides advisory, analysis, and benchmarking services to help reinsurers. Aon plc was founded in 1919 and is headquartered in Dublin, Ireland.",Dublin,353 1 266 6000,,Ireland,[],http://www.aon.com,1,Metropolitan Building,Insurance Brokers,251.44,251.47,211.35725,0.007158765,0.21069999,,253.86,,1453950,,251.44,228.55788,1.8,251.47,,1453950,,,,2.04,1619740800,0.828461,,,249.19,2,USD,27.678982,1592865,,,,57094586368,,,1732745,5.0206285,249.19,0.0,,1000,1592865,253.86,20.409056,,0.98,167.45,0.0,False,0.0081,800,253.86,NYQ,Aon plc,Aon plc,America/New_York,EDT,False,-14400000,EQUITY,AON,finmb_119853,us_market,,5.658,,0.18554,18.363,,,12.37,,226152992,,,18.833,23886925,0.10560001,,1609372800,1.05505,2108999936,9.121,,,13.405193,0.00843,1672444800,1617148800,13.97,1615766400,223153848,64344743936,,926985600,3:2,,,,0.183,1618444800,1.73,,0.1067,24692549,,,,251.47,https://logo.clearbit.com/aon.com,James Joyce Street,,,,,8157ee25-2066-372a-b32b-76dac18cad86
53224-9508,Industrials,13900.0,"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, tanks, and water treatment products in North America, China, Europe, and India. It operates through two segments, North America and Rest of World. The company offers water heaters for residences, restaurants, hotels and motels, office buildings, laundries, car washes, and small businesses; residential and commercial boilers for space heating applications in hospitals, schools, hotels, and other commercial buildings; and water treatment products, including on-the-go filtration bottles, point-of-use carbon and reverse osmosis products, point-of-entry water softeners, and whole-home water filtration products for residences, restaurants, hotels, and offices. It also provides food and beverage filtration products; expansion tanks, commercial solar water heating systems, swimming pool and spa heaters, and related products and parts; and heat pumps, combi-boilers, solar tank units, and air purification products. The company offers its products primarily under the A. O. Smith, State, Lochinvar, and water softener brands. It distributes its products through independent wholesale plumbing distributors, as well as through retail channels consisting of hardware and home center chains, and manufacturer representative firms; and offers Aquasana branded products directly to consumers through e-commerce, as well as other online retailers. The company was founded in 1874 and is headquartered in Milwaukee, Wisconsin.",Milwaukee,414 359 4000,WI,United States,[],http://www.aosmith.com,1,11270 West Park Place,Specialty Industrial Machinery,67.75,68.65,57.62541,0.014760148,0.41669998,,70.64,,1226400,,67.75,63.947575,1,68.65,,1226400,,,,1.04,1619654400,1.06343,,,68.1301,2,USD,29.275303,1760845,,,,11356896256,,,1272770,3.7513697,68.1301,0.0,,800,1760845,70.64,23.587248,,1.44,37.92,0.0,False,0.0154,1000,70.64,NYQ,A.O. Smith Corporation,A. O. Smith Corporation,America/New_York,EDT,True,-14400000,EQUITY,AOS,finmb_997111,us_market,,3.422,,0.12911999,17.949,,,2.98,,135538000,,,11.523,4939137,0.0306,,1609372800,0.95524,390900000,2.401,,,6.099974,0.00874,1672444800,1617148800,4.34,1615766400,132180642,10359910400,,1475712000,2:1,,,,0.89,1618444800,3.19,,0.0414,4027094,,,,68.65,https://logo.clearbit.com/aosmith.com,Suite 170 PO Box 245008,,,,,4cc854cc-0565-35cc-abef-bc91f30d07b0
77056-4000,Energy,2272.0,"APA Corporation, through its subsidiaries, explores for and produces oil and gas properties. It has operations in the United States, Egypt, and the United Kingdom, as well as has exploration activities offshore Suriname. It also operates gathering, processing, and transmission assets in West Texas, as well as holds ownership in four Permian-to-Gulf Coast pipelines. The company was founded in 1954 and is based in Houston, Texas.",Houston,713 296 6000,TX,United States,[],http://apacorp.com,1,2000 Post Oak Boulevard,Oil & Gas E&P,20.0,20.29,14.634296,0.005,,,20.55,,7284625,,20.0,19.771818,0.1,20.29,,7284625,,,,0.1,1618963200,4.961941,,,19.9973,2,USD,,5793889,,,,7733204480,,,9061188,1.760347,19.9973,0.0,,3000,5793889,23.85,12.325301,,3.16,6.36,0.0,False,0.0047999998,4000,20.55,NMS,APA Corporation,APA Corporation,America/New_York,EDT,True,-14400000,EQUITY,APA,finmb_169838,us_market,,4.148,,-1.1063,9.378,,,1.66,,377967008,,,-4.342,9426655,0.0249,,1609372800,0.85383004,-4860000256,-12.86,,,,0.00285,1672444800,1609372800,1.25,1615766400,377211050,18220605440,,1074124800,2:1,,,,,1618444800,-0.36,,0.0335,11184767,,,,20.29,https://logo.clearbit.com/apacorp.com,Suite 100,,,,,73880360-3f51-34f8-ad4c-027748ffae7f
95014,Technology,100000.0,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. It also sells various related services. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, HomePod, iPod touch, and other Apple-branded and third-party accessories. It also provides AppleCare support services; cloud services store services; and operates various platforms, including the App Store, that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts. In addition, the company offers various services, such as Apple Arcade, a game subscription service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It sells and delivers third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1977 and is headquartered in Cupertino, California.",Cupertino,408-996-1010,CA,United States,[],http://www.apple.com,1,One Apple Park Way,Consumer Electronics,131.46,132.04,123.34852,0.0062376386,0.1834,,134.07,,89943075,,131.46,123.306366,0.82,132.04,,89943075,,,,0.88,1620345600,1.219525,,,131.83,2,USD,29.790964,75135100,,,,2225094787072,,,109215938,6.8379035,131.83,0.0,,800,75135100,145.09,24.960451,,1.37,64.75,0.0,False,0.0067000003,800,134.07,NMS,Apple Inc.,Apple Inc.,America/New_York,EDT,True,-14400000,EQUITY,AAPL,finmb_24937,us_market,,6.901,,0.23451,22.496,,,5.31,,16788100096,,,4.146,127937929,0.0076,,1601078400,0.6011,76311003136,4.449,,,31.96816,0.00075999997,1664150400,1616803200,1.29,1615766400,16670108987,2245566922752,,1598832000,4:1,,,,1.101,1618444800,1.46,,0.0076,107011007,,,,132.04,https://logo.clearbit.com/apple.com,,,,,,8b10e4ae-9eeb-3684-921a-9ab27e4d87aa
95052-3299,Technology,24200.0,"Applied Materials, Inc. provides manufacturing equipment, services, and software to the semiconductor, display, and related industries. It operates through three segments: Semiconductor Systems, Applied Global Services, and Display and Adjacent Markets. The Semiconductor Systems segment develops, manufactures, and sells various manufacturing equipment that is used to fabricate semiconductor chips or integrated circuits. This segment also offers various technologies, including epitaxy, ion implantation, oxidation/nitridation, rapid thermal processing, physical vapor deposition, chemical vapor deposition, chemical mechanical planarization, electrochemical deposition, atomic layer deposition, etching, and selective deposition and removal, as well as metrology and inspection tools. The Applied Global Services segment provides integrated solutions to optimize equipment and fab performance and productivity comprising spares, upgrades, services, remanufactured earlier generation equipment, and factory automation software for semiconductor, display, and other products. The Display and Adjacent Markets segment offers products for manufacturing liquid crystal displays; organic light-emitting diodes; and other display technologies for TVs, monitors, laptops, personal computers, electronic tablets, smart phones, and other consumer-oriented devices, as well as equipment for processing flexible substrates. The company operates in the United States, China, Korea, Taiwan, Japan, Southeast Asia, and Europe. Applied Materials, Inc. was founded in 1967 and is headquartered in Santa Clara, California.",Santa Clara,408 727 5555,CA,United States,[],http://www.appliedmaterials.com,1,3050 Bowers Avenue,Semiconductor Equipment & Materials,132.71,134.25,89.79837,0.0066309995,0.20809999,,135.61,,13249875,,132.71,118.46576,0.88,134.25,,13249875,,,,0.96,1621987200,1.498621,,,131.7,2,USD,31.774694,7559895,,,,121911271424,,,9397413,6.6976857,131.7,0.0,,900,7559895,142.36,19.917542,,1.3,46.22,0.0,False,0.0072000003,800,135.61,NMS,"Applied Materials, Inc.","Applied Materials, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AMAT,finmb_251230,us_market,,6.64,,0.21190001,23.025,,,6.67,,917660992,,,12.502,10829320,0.0117999995,,1603584000,0.82824,3856999936,4.181,,,10.626301,0.00369,1666656000,1612051200,0.93,1615766400,913467122,120857772032,,1019001600,2:1,,,,0.267,1618444800,1.06,,0.0117999995,10477844,,,,134.25,https://logo.clearbit.com/appliedmaterials.com,PO Box 58039,,,,,58114a02-d74c-3082-9d47-779374f1ba6b
2,Consumer Cyclical,151000.0,"Aptiv PLC designs, manufacturers, and sells vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates through two segment, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. The Advanced Safety and User Experience segment provides critical components, systems integration, and software development for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, and autonomous driving technologies. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was founded in 2011 and is headquartered in Dublin, Ireland.",Dublin,353 1 259 7013,,Ireland,[],http://www.aptiv.com,1,5 Hanover Quay,Auto Parts,143.89,145.05,125.241554,0.0015289458,0.033,,145.94,,2077875,,143.89,147.88484,0.22,145.05,,2077875,,,,,1580774400,2.157198,,,143.061,2,USD,21.52461,1374781,,,,38795214848,,,1992078,2.969173,143.061,0.0,,800,1374781,160.14,28.630737,,,52.44,0.0,False,,800,145.94,NYQ,Aptiv PLC,Aptiv PLC,America/New_York,EDT,True,-14400000,EQUITY,APTV,finmb_59502420,us_market,,3.117,,0.13807,26.042,,,5.01,,270463008,,,29.275,3344146,0.0124,,1609372800,0.97718,1768999936,6.664,,,4.899744,0.00555,1672444800,1609372800,2.12,1615766400,268634743,40728952832,,1512432000,1193:1000,,,,0.3,1618444800,0.91,,0.0139,4290188,,,,145.05,https://logo.clearbit.com/aptiv.com,Grand Canal Dock,,,,,aed566cb-3b02-3352-9d08-8fed8b11fea9
60601,Consumer Defensive,37575.0,"Archer-Daniels-Midland Company procures, transports, stores, processes, and merchandises agricultural commodities, products, and ingredients in the United States and internationally. The company operates through three segments: Ag Services and Oilseeds, Carbohydrate Solutions, and Nutrition. It procures, stores, cleans, and transports agricultural raw materials, such as oilseeds, corn, wheat, milo, oats, and barley. The company also engages in the agricultural commodity and feed product import, export, and distribution; and structured trade finance activities. In addition, it offers vegetable oils and protein meals; ingredients for the food, feed, energy, and industrial customers; crude vegetable oils, salad oils, margarine, shortening, and other food products; and partially refined oils to produce biodiesel and glycols for use in chemicals, paints, and other industrial products. Further, the company provides peanuts, peanut-derived ingredients, and cotton cellulose pulp; sweeteners, corn and wheat starches, syrup, glucose, wheat flour, and dextrose; alcohol and other food and animal feed ingredients; ethyl alcohol and ethanol; corn gluten feed and meal, as well as distillers' grains; and citric acids. Additionally, the company provides natural flavor ingredients, flavor systems, natural colors, proteins, emulsifiers, soluble fiber, polyols, hydrocolloids, and natural health and nutrition products, including probiotics, prebiotics, enzymes, and botanical extracts; and other specialty food and feed ingredients; edible beans; formula feeds, and animal health and nutrition products; and contract and private label pet treats and foods. It also offers futures commission merchant and insurance services. The company was founded in 1902 and is headquartered in Chicago, Illinois.",Chicago,312 634 8100,IL,United States,[],http://www.adm.com,1,77 West Wacker Drive,Farm Products,63.13,63.86,51.739037,0.022968479,0.39400002,,64.91,,2449875,,63.13,57.169697,1.45,63.86,,2449875,,,,1.48,1612742400,0.873138,,,63.71,2,USD,17.557728,3254435,,,,36108910592,,,2740696,0.52885133,63.71,64.61,,1100,3254435,64.91,14.7220955,,3.02,33.01,63.98,False,0.0234,800,64.91,NYQ,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,America/New_York,EDT,True,-14400000,EQUITY,ADM,finmb_251704,us_market,,0.686,,0.03032,14.071,,,4.39,,558702016,,,37.283,4487194,0.008,,1609372800,0.8138,2070000000,3.681,,,1.7334977,0.0050199996,1672444800,1617148800,1.88,1615766400,556238234,46842863616,,999129600,105:100,,,,0.762,1618444800,1.79,,0.0081,5174684,,,,63.86,https://logo.clearbit.com/adm.com,Suite 4600,,,,,6fb4f229-92a0-3164-b772-67fde5477248
95054,Technology,2613.0,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, and others. It markets and sells its products through distributors, value-added resellers, system integrators, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",Santa Clara,408 547 5500,CA,United States,[],http://www.arista.com,1,5453 Great America Parkway,Computer Hardware,315.17,315.82,271.08585,,0,,318.48,,541825,,315.17,289.5603,,315.82,,541825,,,,,,1.18257,,,311.495,2,USD,39.387985,371452,,,,24003371008,,,617740,10.3573885,311.495,0.0,,900,371452,326.6,27.949377,,,192.96,0.0,False,,800,318.48,NYQ,"Arista Networks, Inc.","Arista Networks, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ANET,finmb_33348547,us_market,,9.18,,0.27381,28.333,,,11.26,,76271400,,,43.588,1992627,0.026099999,,1609372800,0.64917,634556992,7.99,,,7.220106,0.26808,1672444800,1609372800,4.22,1615766400,55850285,21274724352,,,,,,,-0.298,1618444800,8.67,,0.0419,2166221,,,,315.82,https://logo.clearbit.com/arista.com,,408 538 8920,,,,bbe42b96-ac16-33e3-9f09-5628654f1968
